,killer_recording_id,victim_recording_id,timestamp,recording_id,session_id,timestamp
377,3469602,3469793,1510689809169,3469602,37549105,1510689713071
378,3470544,3469863,1510689891722,3470544,37549105,1510689815666
379,3455553,3469864,1510690097481,3455553,37549105,1510688031304
380,3455553,3470157,1510689834139,3455553,37549105,1510688031304
381,3470592,3470275,1510689906142,3470592,37549105,1510689819111
382,3470544,3470503,1510689946020,3470544,37549105,1510689815666
383,3470699,3470544,1510689947987,3470699,37549105,1510689831425
384,3455553,3470568,1510689875144,3455553,37549105,1510688031304
385,3470694,3470592,1510689978744,3470694,37549105,1510689832878
386,3470699,3470594,1510690017009,3470699,37549105,1510689831425
387,3455553,3470616,1510689895311,3455553,37549105,1510688031304
388,3455553,3470692,1510689890236,3455553,37549105,1510688031304
389,3472275,3470696,1510690034834,3472275,37549105,1510690020405
390,3470594,3470699,1510690016597,3470594,37549105,1510689821340
391,3455553,3470701,1510689868696,3455553,37549105,1510688031304
392,3472275,3470703,1510690076025,3472275,37549105,1510690020405
393,3472643,3470889,1510690189330,3472643,37549105,1510690060838
394,3470592,3471053,1510689902410,3470592,37549105,1510689819111
395,3472574,3471189,1510690243299,3472574,37549105,1510690052832
396,3470594,3471221,1510689945828,3470594,37549105,1510689821340
397,3455553,3471262,1510689959986,3455553,37549105,1510688031304
398,3455553,3471447,1510690172639,3455553,37549105,1510688031304
399,3455553,3471541,1510690095881,3455553,37549105,1510688031304
400,3472643,3471559,1510690271087,3472643,37549105,1510690060838
401,3448659,3471633,1510690169948,3448659,37549105,1510687147078
402,3455553,3471684,1510689951695,3455553,37549105,1510688031304
403,3470594,3471696,1510689961675,3470594,37549105,1510689821340
404,3469181,3471702,1510690191053,3469181,37549105,1510689661732
405,3448659,3471744,1510690199322,3448659,37549105,1510687147078
406,3466629,3471748,1510690164945,3466629,37549105,1510689345929
407,3469181,3471986,1510690164818,3469181,37549105,1510689661732
408,3470696,3472275,1510690078266,3470696,37549105,1510689833933
409,3460177,3472342,1510690199721,3460177,37549105,1510688575913
410,3469181,3472345,1510690177510,3469181,37549105,1510689661732
411,3474141,3472516,1510690419052,3474141,37549105,1510690256711
412,3473858,3472531,1510690379478,3473858,37549105,1510690215833
413,3474907,3472574,1510690351201,3474907,37549105,1510690346902
414,3472516,3472643,1510690339204,3472516,37549105,1510690045668
415,3463967,3472905,1510690122120,3463967,37549105,1510689030594
416,3469678,3473092,1510690208187,3469678,37549105,1510689723853
417,3472574,3474116,1510690274419,3472574,37549105,1510690052832
418,3473598,3474140,1510690422966,3473598,37549105,1510690178527
419,3473598,3474174,1510690422974,3473598,37549105,1510690178527
420,3473598,3474179,1510690422983,3473598,37549105,1510690178527
421,3472431,3474357,1510690398810,3472431,37549105,1510690036923
422,3472574,3474465,1510690346649,3472574,37549105,1510690052832
